Matricula,Idade,Gênero,Departamento,Cargo,Banda Salarial,Status,Motivo do Desligamento,Escolaridade,Estado Civil,Última Promoção (anos),Horas-extras (média),Tempo de Empresa,Engajamento,Satisfação,Desempenho,Apoio da Liderança,Percepção de Desenvolvimento
1702,34,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,1,3,2,1,1,2,3,1
800,18,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,0,1,6,3,3,2,3,3
1251,25,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Médio,Solteiro,0,0,5,1,2,3,3,2
382,53,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Solteiro,0,1,4,1,1,3,3,1
294,40,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Solteiro,1,3,7,2,2,2,3,2
818,22,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Superior,Solteiro,0,0,7,2,1,2,3,2
392,49,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,1,1,2,2,3,3,2
27,58,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,1,10,1,1,2,3,1
1331,51,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,0,9,3,3,2,3,3
1802,60,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Inativo,Aposentadoria,Ensino Médio,Solteiro,,0,5,,,2,3,
252,29,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Casado,1,0,7,3,3,2,3,3
768,37,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,0,3,3,2,3,3,2
1084,48,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,2,0,2,2,2,3,3,2
1572,58,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,1,1,10,3,3,3,3,2
1638,58,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,1,0,3,2,2,3,3,2
1771,58,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,1,1,7,2,2,3,3,2
1196,30,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Pós-Graduação,Casado,0,1,2,2,2,3,3,2
347,51,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Inativo,Voluntário,Ensino Médio,Solteiro,0,0,3,2,2,2,3,2
1358,51,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,1,5,3,3,3,3,3
96,45,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,0,10,1,1,3,3,1
1570,26,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,1,3,4,3,3,2,3,3
1406,18,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,0,0,7,3,3,2,3,3
319,57,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Casado,0,0,9,2,2,3,3,2
1362,26,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Superior,Solteiro,0,0,3,1,1,3,3,1
171,47,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Casado,0,3,5,1,1,2,3,1
1495,31,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Inativo,Voluntário,Pós-Graduação,Solteiro,0,0,8,1,1,3,3,1
1027,59,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,1,0,4,3,3,3,3,3
783,31,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Médio,Solteiro,0,3,9,1,2,3,3,2
794,38,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Solteiro,1,0,0,2,2,2,3,2
994,24,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,0,4,1,1,2,3,1
1728,58,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Casado,1,1,5,1,1,3,3,1
1742,42,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Pós-Graduação,Solteiro,0,1,3,3,3,3,3,3
1106,42,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Casado,0,1,3,3,3,3,3,2
1069,47,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Casado,1,0,9,3,3,2,3,3
979,32,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Pós-Graduação,Casado,1,0,2,1,1,2,3,1
1854,51,Masculino,"Desenvolvimento de Software",Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Casado,2,0,0,3,3,3,3,3
468,48,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Casado,2,0,9,3,3,2,3,3
1883,45,Masculino,"Desenvolvimento de Software",Analista de Qualidade de Software (QA),7,Inativo,Voluntário,Ensino Superior,Solteiro,0,0,9,1,1,3,3,1
853,27,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Pós-Graduação,Solteiro,1,3,0,2,2,2,3,2
780,39,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,1,1,7,3,3,3,3,3
317,47,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Casado,0,0,5,2,2,2,3,2
801,45,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Pós-Graduação,Solteiro,0,1,0,2,2,3,3,2
1725,32,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,1,1,9,2,2,3,3,2
685,38,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Solteiro,0,1,1,1,1,2,3,1
137,39,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,2,1,1,3,3,3,3,3
1142,26,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,0,1,4,1,1,3,3,1
824,57,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Casado,1,1,4,1,1,2,3,1
367,39,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,3,0,2,2,2,3,2
511,50,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Inativo,Voluntário,Ensino Superior,Solteiro,0,1,10,1,1,2,3,1
1568,35,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Solteiro,0,1,5,3,3,2,3,3
334,20,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Inativo,Voluntário,Ensino Superior,Solteiro,0,1,0,1,1,2,3,1
1833,59,Feminino,"Desenvolvimento de Software",Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Solteiro,0,0,0,3,3,2,3,3
234,42,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,1,7,2,2,2,3,2
1240,29,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,0,4,1,1,2,3,1
1296,39,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,0,3,10,1,1,2,3,1
388,26,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,0,6,3,3,3,3,3
108,53,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,1,1,1,2,2,2,3,2
2,52,Feminino,"Desenvolvimento de Software",Gerente de Desenvolvimento,10,Ativo,,Ensino Superior,Solteiro,1,3,10,3,3,3,3,3
1803,26,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,1,6,3,3,2,3,3
1528,40,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,0,9,3,3,2,3,3
1566,58,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Casado,1,0,4,3,3,2,3,3
149,25,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Casado,1,1,6,1,1,2,3,1
12,48,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Inativo,Voluntário,Ensino Superior,Solteiro,0,1,6,1,2,2,3,2
213,51,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,3,9,1,1,2,3,1
1533,51,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,0,0,2,3,3,3,3,2
1065,27,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,1,0,9,3,3,2,3,3
849,37,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,2,0,3,1,1,2,3,1
1531,20,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,0,0,9,3,3,3,3,3
130,21,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Solteiro,0,1,3,3,3,2,3,3
159,19,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,1,4,3,3,2,3,3
851,35,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,3,6,1,1,3,3,1
167,46,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,0,5,3,3,2,3,3
445,60,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Inativo,Aposentadoria,Ensino Superior,Casado,,1,0,,,2,3,
1013,35,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,2,0,0,3,3,3,3,3
888,54,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Médio,Solteiro,0,1,10,1,2,3,3,2
1618,58,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,0,3,7,3,3,3,3,3
263,48,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Casado,0,3,0,2,2,3,3,2
1846,50,Masculino,"Desenvolvimento de Software",Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Solteiro,1,0,9,3,3,2,3,3
474,59,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,1,9,3,3,3,3,2
1225,35,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,0,5,1,1,3,3,1
923,34,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Solteiro,0,0,7,2,2,3,3,2
556,53,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,1,0,6,1,1,2,3,1
879,37,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,0,0,6,3,3,2,3,3
274,20,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,3,9,3,3,2,3,2
972,58,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,1,1,7,3,3,3,3,3
537,31,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,2,1,1,2,2,2,3,2
175,27,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Pós-Graduação,Solteiro,0,0,9,3,3,3,3,3
1712,48,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Médio,Solteiro,0,0,2,1,1,3,3,1
442,36,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,1,4,3,3,3,3,2
1521,26,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Casado,0,0,10,3,3,3,3,3
1032,24,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,3,7,3,3,3,3,3
957,22,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Pós-Graduação,Solteiro,0,1,3,3,3,3,3,2
743,43,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Médio,Casado,0,1,10,2,2,2,3,2
831,31,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,1,7,3,3,2,3,3
1126,30,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,1,10,3,3,3,3,2
1075,23,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Solteiro,1,0,5,1,1,3,3,1
939,50,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,0,5,3,3,3,3,2
1606,26,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,1,0,4,3,3,3,3,3
1616,48,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,0,0,4,2,2,2,3,2
819,28,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,2,0,9,3,3,2,3,3
754,56,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,0,2,3,3,3,3,3
1378,57,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,0,3,2,3,3,3,3,3
348,40,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,0,8,1,1,2,3,1
1668,55,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,0,6,3,3,3,3,3
1938,43,Masculino,"Desenvolvimento de Software",Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Casado,0,0,6,3,3,2,3,3
281,35,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,0,9,1,1,2,3,1
959,49,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,0,0,0,3,3,2,3,3
458,48,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,1,0,5,2,2,2,3,2
104,53,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Solteiro,1,0,4,3,3,2,3,3
141,34,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,1,5,2,2,2,3,2
1483,18,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Casado,1,0,9,3,3,3,3,2
872,31,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,2,1,9,1,1,2,3,1
1010,57,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,1,4,3,3,2,3,3
215,35,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,1,1,9,3,3,3,3,2
798,52,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Superior,Solteiro,0,0,3,1,1,2,3,1
1903,60,Masculino,"Desenvolvimento de Software",Analista de Qualidade de Software (QA),7,Inativo,Aposentadoria,Ensino Médio,Casado,,0,8,,,2,3,
681,36,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Pós-Graduação,Solteiro,0,1,0,3,3,2,3,3
1448,30,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,2,3,1,3,3,2,3,3
661,42,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Solteiro,0,1,1,1,1,2,3,1
513,29,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Pós-Graduação,Solteiro,0,3,5,1,1,3,3,1
929,20,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Pós-Graduação,Solteiro,1,0,0,2,2,2,3,2
1099,50,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Casado,0,1,7,3,3,2,3,2
786,26,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Casado,0,1,10,3,3,2,3,3
1149,25,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Solteiro,1,0,2,3,3,2,3,3
1940,47,Masculino,"Desenvolvimento de Software",Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Casado,1,1,8,2,2,2,3,2
10,56,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Pós-Graduação,Casado,0,1,5,3,3,2,3,3
699,44,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Casado,0,0,10,2,2,2,3,2
1834,49,Feminino,"Desenvolvimento de Software",Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Solteiro,0,1,10,2,2,2,3,2
682,28,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,0,0,3,3,3,3,2
1565,21,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,1,0,10,3,2,3,3,2
1548,55,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,0,0,8,3,3,2,3,3
279,27,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,1,0,9,3,3,2,3,3
1185,36,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Médio,Solteiro,0,1,8,1,1,2,3,1
258,50,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,1,6,3,3,2,3,3
1985,27,Masculino,"Desenvolvimento de Software",Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Solteiro,0,1,6,3,3,2,3,3
1284,21,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,0,1,2,1,1,2,3,1
1219,45,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,0,1,9,1,1,3,3,1
526,57,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Casado,2,3,8,1,1,3,3,1
1943,38,Masculino,"Desenvolvimento de Software",Analista de Qualidade de Software (QA),7,Ativo,,Ensino Médio,Casado,2,3,0,1,1,2,3,1
1040,40,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Superior,Solteiro,0,0,4,1,2,3,3,2
830,22,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,2,1,1,2,2,2,3,2
1262,48,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Superior,Casado,0,1,5,1,1,2,3,1
1647,29,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,0,0,1,3,3,2,3,2
701,20,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,0,8,3,3,2,3,3
201,33,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Casado,0,1,3,3,3,3,3,3
746,34,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,0,0,5,1,1,2,3,1
17,38,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,3,9,1,1,2,3,1
1018,43,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,0,1,3,3,3,3,3
1435,38,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,1,1,1,1,2,3,1
1554,51,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Casado,0,3,1,3,3,3,3,3
1645,51,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Superior,Solteiro,0,3,4,1,2,2,3,2
789,25,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,1,0,3,3,3,3,3
672,32,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,0,1,10,2,2,3,3,2
244,46,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Casado,1,0,3,3,3,3,3,3
1192,21,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,0,1,5,2,2,2,3,2
457,40,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Pós-Graduação,Casado,2,0,2,3,3,2,3,3
631,32,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,0,3,3,3,3,3,3
1105,24,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,0,0,6,2,2,3,3,2
1403,51,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,1,1,4,2,2,3,3,2
1738,46,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Superior,Solteiro,0,0,3,1,1,2,3,2
1609,35,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Médio,Casado,0,3,4,1,1,2,3,2
731,29,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Pós-Graduação,Solteiro,1,0,4,3,3,2,3,3
1770,21,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,0,3,1,3,3,2,3,3
1425,34,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Superior,Casado,0,0,6,1,1,3,3,1
1419,58,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,0,1,0,3,2,2,3,2
847,31,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Solteiro,1,1,4,3,3,2,3,3
745,58,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,1,0,3,3,3,3,3
1117,24,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,2,0,2,3,3,3,3,3
1005,52,Feminino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,0,0,0,1,1,2,3,1
1260,26,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Pós-Graduação,Casado,1,0,3,2,2,3,3,2
1892,37,Masculino,"Desenvolvimento de Software",Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Casado,0,0,10,1,1,3,3,1
173,57,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,1,4,2,2,3,3,2
41,44,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,1,3,6,1,1,2,3,1
358,43,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Inativo,Voluntário,Ensino Superior,Solteiro,0,3,4,1,1,3,3,1
312,50,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Inativo,Voluntário,Ensino Superior,Solteiro,0,1,2,1,2,2,3,2
1432,31,Masculino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,0,1,3,3,2,3,3
122,28,Masculino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Inativo,Voluntário,Ensino Superior,Solteiro,0,1,7,1,2,3,3,2
1480,30,Feminino,"Desenvolvimento de Software",Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,2,1,1,3,3,3,3,2
659,22,Masculino,"Desenvolvimento de Software",Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,0,0,6,3,3,3,3,3
47,28,Feminino,"Desenvolvimento de Software",Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,0,4,3,3,3,3,3
