Matricula,Idade,Gênero,Departamento,Cargo,Banda Salarial,Status,Motivo do Desligamento,Escolaridade,Estado Civil,Última Promoção (anos),Horas-extras (média),Tempo de Empresa,Engajamento,Satisfação,Desempenho,Apoio da Liderança,Percepção de Desenvolvimento,Probabilidade de Saída
1036,34,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Pós-Graduação,Solteiro,0,0,2,3,3,3,3,3,1.0
954,30,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,1,3,5,2,2,2,3,2,0.84
623,31,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Superior,Casado,0,1,3,1,1,2,3,2,0.0
1079,31,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,0,1,3,3,2,3,3,1.0
2000,43,Masculino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Inativo,Voluntário,Ensino Superior,Solteiro,0,0,0,1,2,2,3,2,0.0
1188,33,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Pós-Graduação,Casado,1,1,1,1,1,3,3,1,0.68
1047,21,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,1,5,1,1,2,3,1,0.68
410,24,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Inativo,Voluntário,Ensino Superior,Solteiro,0,0,5,2,2,2,3,2,0.84
1460,49,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Solteiro,1,1,2,2,2,2,3,2,0.84
1303,52,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,0,8,3,3,3,3,3,1.0
1819,23,Masculino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Inativo,Involuntário,Ensino Superior,Solteiro,0,1,10,1,2,1,3,2,0.0
1243,54,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Solteiro,1,0,6,1,1,3,3,1,0.68
1698,56,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Superior,Solteiro,0,0,7,1,2,3,3,2,0.0
1592,41,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,2,0,4,1,1,2,3,1,0.68
869,45,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Pós-Graduação,Casado,1,1,2,3,3,2,3,3,1.0
478,26,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Casado,1,1,9,3,3,3,3,3,1.0
1650,44,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,1,9,3,3,2,3,3,1.0
22,41,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Inativo,Voluntário,Ensino Superior,Casado,0,0,8,1,2,2,3,2,0.0
1942,24,Masculino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Casado,1,1,7,1,1,2,3,1,0.68
777,55,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,1,0,0,3,3,3,3,2,1.0
792,26,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,0,3,3,3,3,3,3,3,1.0
1428,43,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Solteiro,0,0,4,1,1,2,3,1,0.68
443,18,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Inativo,Voluntário,Ensino Superior,Casado,0,1,10,1,2,2,3,2,0.0
1275,27,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,1,1,4,3,3,3,3,3,1.0
1285,49,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Solteiro,1,0,9,1,1,2,3,1,0.68
1603,34,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Solteiro,0,1,7,3,3,2,3,2,1.0
1472,21,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Superior,Casado,0,1,4,3,1,3,3,2,0.55
581,45,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Casado,0,0,9,3,3,3,3,3,1.0
1130,31,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,3,5,2,2,2,3,2,0.84
209,54,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Inativo,Voluntário,Ensino Médio,Casado,0,1,8,1,2,2,3,2,0.0
909,54,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Médio,Solteiro,1,1,8,1,2,2,3,2,0.0
94,23,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Casado,0,1,7,3,3,2,3,2,1.0
217,44,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,0,4,3,3,3,3,3,1.0
892,56,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,0,4,3,3,2,3,3,1.0
357,26,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,2,1,4,3,3,3,3,3,1.0
985,33,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Superior,Solteiro,0,1,0,1,1,2,3,1,0.68
595,20,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,0,4,3,3,3,3,3,1.0
1216,36,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,1,0,9,3,2,2,3,2,0.92
1409,27,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Superior,Solteiro,0,0,3,1,1,3,3,1,0.68
1090,58,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Casado,0,1,10,1,1,2,3,1,0.68
333,23,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Casado,2,3,9,3,3,2,3,3,1.0
950,19,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Pós-Graduação,Solteiro,2,0,1,3,3,2,3,2,1.0
1752,20,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Superior,Solteiro,0,1,7,1,3,2,3,2,0.0
277,18,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Casado,0,1,0,1,1,2,3,1,0.68
1274,47,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,1,0,3,3,3,3,3,1.0
1399,32,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,1,8,3,3,3,3,3,1.0
1118,22,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Casado,0,1,10,3,3,2,3,3,1.0
1755,55,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,1,7,3,3,2,3,2,1.0
540,29,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Casado,1,1,1,2,2,2,3,2,0.84
1194,32,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Solteiro,2,1,7,3,3,3,3,3,1.0
180,50,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Pós-Graduação,Solteiro,0,1,4,1,1,3,3,1,0.68
809,30,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Solteiro,0,1,4,3,3,2,3,2,1.0
983,19,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,1,0,0,2,2,2,3,2,0.84
1971,51,Masculino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Solteiro,0,0,0,1,1,3,3,1,0.68
498,51,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,0,7,3,3,2,3,3,1.0
669,31,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,1,1,4,3,3,3,3,3,1.0
1714,36,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Solteiro,0,0,6,3,3,2,3,3,1.0
710,42,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Casado,0,3,9,2,2,2,3,2,0.84
318,57,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,1,1,0,3,3,3,3,3,1.0
275,31,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Solteiro,0,1,0,3,3,2,3,3,1.0
1757,24,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Superior,Solteiro,0,1,6,1,2,2,3,2,0.0
1096,57,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Casado,1,3,10,3,3,3,3,3,1.0
8,22,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Casado,0,1,9,3,3,3,3,3,1.0
878,18,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,2,1,7,3,3,2,3,3,1.0
1912,21,Feminino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Ativo,,Pós-Graduação,Solteiro,0,3,9,2,2,2,3,2,0.84
491,31,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,0,1,2,2,3,3,2,0.84
753,24,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Casado,0,1,8,3,3,2,3,3,1.0
604,53,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Inativo,Voluntário,Ensino Superior,Casado,0,1,7,1,1,3,3,1,0.68
901,58,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Pós-Graduação,Solteiro,1,1,6,3,3,2,3,3,1.0
1991,57,Feminino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Solteiro,1,3,4,3,3,3,3,3,1.0
845,38,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Superior,Solteiro,0,0,7,3,2,2,3,2,0.92
1825,43,Feminino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Casado,0,0,1,3,3,3,3,3,1.0
1467,20,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,0,6,3,3,2,3,2,1.0
962,46,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,0,7,1,1,3,3,1,0.68
184,36,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Pós-Graduação,Solteiro,0,3,3,2,2,2,3,2,0.84
1715,23,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,2,0,7,3,3,2,3,2,1.0
106,54,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Casado,1,0,8,3,3,2,3,3,1.0
1978,59,Masculino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Solteiro,2,1,9,2,2,2,3,2,0.84
1995,59,Feminino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Casado,0,1,5,3,3,2,3,3,1.0
1055,37,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,0,1,8,3,3,2,3,3,1.0
1180,40,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,0,0,9,3,3,2,3,2,1.0
344,54,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,0,1,2,2,3,3,2,0.84
459,46,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Casado,0,0,8,3,3,2,3,2,1.0
590,26,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Casado,0,0,10,3,3,2,3,3,1.0
360,51,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,1,1,10,2,2,3,3,2,0.84
828,38,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,1,0,6,3,3,2,3,3,1.0
1669,41,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,1,1,3,3,3,3,3,3,1.0
1490,52,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,1,4,1,1,2,3,1,0.68
1054,20,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Solteiro,0,1,4,3,3,2,3,3,1.0
1806,58,Feminino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Casado,0,0,6,3,3,3,3,3,1.0
1981,23,Feminino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Solteiro,1,3,6,3,3,3,3,3,1.0
521,33,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,1,2,3,3,3,3,3,1.0
840,54,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Solteiro,0,0,4,3,3,2,3,3,1.0
86,29,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Solteiro,0,0,6,3,3,2,3,3,1.0
730,57,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Pós-Graduação,Solteiro,0,0,5,2,2,2,3,2,0.84
92,40,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Casado,0,1,1,3,3,3,3,3,1.0
507,22,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Solteiro,0,3,1,3,3,2,3,2,1.0
1641,41,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,1,1,1,3,3,2,3,3,1.0
1189,28,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,2,1,10,2,2,2,3,2,0.84
577,51,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Pós-Graduação,Solteiro,2,3,7,1,1,2,3,1,0.68
199,30,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,1,1,1,3,3,3,3,3,1.0
723,18,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,1,2,3,3,2,3,3,1.0
332,18,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,1,0,5,3,3,2,3,3,1.0
1137,38,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,1,10,3,3,3,3,2,1.0
935,43,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Casado,0,0,8,3,3,2,3,3,1.0
1410,21,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Solteiro,0,0,0,3,3,2,3,3,1.0
868,19,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Superior,Casado,0,0,6,1,1,3,3,1,0.68
1239,57,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,1,0,0,3,3,3,3,3,1.0
1581,42,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,1,1,3,3,2,3,3,1.0
128,37,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Casado,0,0,9,3,3,3,3,3,1.0
1988,32,Feminino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Ativo,,Ensino Médio,Solteiro,2,1,8,3,3,2,3,3,1.0
101,20,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,0,2,2,2,2,3,2,0.84
1747,46,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,0,0,9,2,2,3,3,2,0.84
1201,48,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,0,9,3,3,2,3,2,1.0
415,29,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,0,7,2,2,2,3,2,0.84
1930,46,Feminino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Solteiro,1,0,2,1,1,3,3,1,0.68
202,40,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Casado,1,1,2,3,3,3,3,3,1.0
1686,60,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Inativo,Aposentadoria,Ensino Superior,Solteiro,,0,9,,,3,3,,0.84
293,28,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Inativo,Voluntário,Ensino Superior,Casado,0,0,0,1,1,2,3,1,0.68
288,52,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Inativo,Voluntário,Ensino Superior,Solteiro,0,1,6,1,1,3,3,1,0.68
1741,40,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Superior,Casado,0,0,0,1,1,2,3,1,0.68
589,52,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,1,4,3,3,2,3,3,1.0
981,53,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,1,5,3,3,2,3,3,1.0
1492,19,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Solteiro,0,1,8,1,1,3,3,1,0.68
569,25,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,0,5,3,3,3,3,3,1.0
1301,48,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Médio,Solteiro,0,1,2,1,1,3,3,1,0.68
495,24,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Inativo,Voluntário,Ensino Superior,Solteiro,0,0,1,1,1,2,3,2,0.0
2002,21,Feminino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Inativo,Voluntário,Ensino Superior,Solteiro,0,1,2,2,1,3,3,2,0.0
186,18,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Casado,0,1,5,3,3,3,3,3,1.0
1509,30,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,2,1,5,3,3,2,3,3,1.0
1312,27,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,1,0,10,1,1,2,3,1,0.68
1140,34,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,0,10,2,2,2,3,2,0.84
1775,45,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,2,1,10,1,1,3,3,1,0.68
1234,27,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Superior,Casado,0,0,3,2,2,2,3,2,0.84
58,45,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Solteiro,0,1,2,3,3,2,3,3,1.0
1489,33,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Solteiro,1,1,10,1,1,3,3,1,0.68
1574,59,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,1,0,1,1,1,2,3,1,0.68
1506,33,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,1,8,3,3,2,3,3,1.0
1957,49,Masculino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Ativo,,Ensino Médio,Solteiro,0,0,4,3,3,3,3,3,1.0
958,54,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,1,4,2,2,3,3,2,0.84
793,48,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,2,1,5,3,3,2,3,3,1.0
1221,47,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Solteiro,1,1,7,3,3,2,3,3,1.0
1729,21,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,0,0,9,1,1,2,3,1,0.68
1387,46,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Casado,1,0,0,2,2,2,3,2,0.84
823,26,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,0,0,2,2,2,3,3,2,0.84
716,42,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Solteiro,0,0,2,1,1,3,3,1,0.68
1724,25,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,1,2,3,3,2,3,3,1.0
1311,28,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Superior,Solteiro,0,1,3,1,1,3,3,1,0.68
997,27,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,1,1,9,3,3,3,3,3,1.0
107,58,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Casado,0,0,6,1,1,3,3,1,0.68
587,25,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Solteiro,0,1,5,2,2,3,3,2,0.84
476,40,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,1,0,8,1,1,3,3,1,0.68
634,45,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,0,5,2,2,3,3,2,0.84
1739,37,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Inativo,Voluntário,Ensino Médio,Solteiro,0,0,4,1,1,2,3,1,0.68
81,21,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Solteiro,0,1,4,2,2,3,3,2,0.84
475,41,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Solteiro,0,1,7,3,3,3,3,3,1.0
372,54,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,1,1,8,3,3,2,3,3,1.0
1610,25,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Solteiro,0,0,0,2,2,3,3,2,0.84
1421,35,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,1,0,1,1,1,2,3,1,0.68
322,56,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Casado,2,1,4,3,3,2,3,3,1.0
1508,27,Feminino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Médio,Solteiro,1,3,1,3,3,3,3,3,1.0
1247,59,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,0,0,4,3,3,2,3,3,1.0
1761,30,Masculino,Desenvolvimento de Software,Desenvolvedor Full-stack,9,Ativo,,Ensino Superior,Solteiro,1,3,5,3,3,3,3,3,1.0
1948,59,Masculino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Ativo,,Ensino Médio,Solteiro,2,0,5,3,3,2,3,3,1.0
144,43,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Solteiro,0,0,8,2,2,2,3,2,0.84
527,25,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Casado,2,0,0,3,3,2,3,3,1.0
1919,49,Feminino,Desenvolvimento de Software,Analista de Qualidade de Software (QA),7,Ativo,,Ensino Superior,Solteiro,0,3,2,2,2,3,3,2,0.84
534,56,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Casado,2,3,7,3,1,2,3,2,0.55
804,22,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Casado,0,1,5,3,3,2,3,3,1.0
1089,51,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Superior,Solteiro,0,0,6,3,3,2,3,2,1.0
11,22,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Casado,0,1,9,3,3,3,3,3,1.0
1019,58,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Superior,Solteiro,0,3,1,1,1,2,3,1,0.68
157,34,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Médio,Solteiro,0,0,4,3,3,3,3,3,1.0
558,49,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Inativo,Voluntário,Ensino Superior,Solteiro,0,0,10,1,1,3,3,2,0.0
790,35,Masculino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Ativo,,Ensino Médio,Casado,1,0,8,2,2,2,3,2,0.84
440,55,Masculino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Ativo,,Ensino Superior,Casado,0,1,5,3,3,2,3,3,1.0
214,23,Feminino,Desenvolvimento de Software,Desenvolvedor Front-end,8,Inativo,Voluntário,Ensino Superior,Casado,0,0,7,1,2,3,3,2,0.0
1025,27,Feminino,Desenvolvimento de Software,Desenvolvedor Back-end,8,Inativo,Voluntário,Ensino Superior,Solteiro,0,0,9,2,2,2,3,2,0.84
